date,ticker,open,high,low,close,volume,atr,active_side_asof,last_confirmed_side_asof,market_bias_asof,market_bias_after_close,bos_up_on_close_flag,bos_down_on_close_flag,choch_up_on_close_flag,choch_down_on_close_flag,choch_any_on_close_flag,bos_any_on_close_flag,structure_break_event_on_close,structure_break_level_kind_on_close,structure_break_level_value_on_close,structure_break_threshold_on_close,high_break_attempt_on_close_flag,low_break_attempt_on_close_flag,confirmed_high_on_close_flag,confirmed_low_on_close_flag,confirmed_high_label_on_close,confirmed_low_label_on_close,confirmed_high_value_on_close,confirmed_low_value_on_close,confirmed_high_swing_date_on_close,confirmed_low_swing_date_on_close,confirmed_high_bars_to_confirmation_on_close,confirmed_low_bars_to_confirmation_on_close,confirmation_event_on_close,high_candidate_value_asof,high_candidate_date_asof,high_candidate_bars_active_asof,high_candidate_confluence_count_asof,high_candidate_confluence_short_hits_asof,high_candidate_confluence_long_hits_asof,high_candidate_breaks_structure_asof,high_confirmed_value_asof,high_confirmed_swing_date_asof,high_confirmed_available_on_asof,high_confirmed_structure_label_asof,high_confirmed_breaks_structure_asof,low_candidate_value_asof,low_candidate_date_asof,low_candidate_bars_active_asof,low_candidate_confluence_count_asof,low_candidate_confluence_short_hits_asof,low_candidate_confluence_long_hits_asof,low_candidate_breaks_structure_asof,low_confirmed_value_asof,low_confirmed_swing_date_asof,low_confirmed_available_on_asof,low_confirmed_structure_label_asof,low_confirmed_breaks_structure_asof
2021-04-14 23:59:59.999000+00:00,BTC/USDT,63645.05,64986.11,61404.0,63019.1,323454.88,2590.066363636364,,,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,True,,INITIAL_LOW,,55536.07,,2021-04-07 23:59:59.999000+00:00,,7.0,confirmed_low,63850.0,2021-04-13 23:59:59.999000+00:00,0,5,5,0,False,,,,,False,55536.07,2021-04-07 23:59:59.999000+00:00,6,5,5,0,False,,,,,False
2021-04-15 23:59:59.999000+00:00,BTC/USDT,63018.34,63905.83,62157.89,63232.55,178604.198,2519.8891666666673,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,0,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-16 23:59:59.999000+00:00,BTC/USDT,63232.56,63600.0,60100.0,61424.67,255765.893,2595.282307692308,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,1,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-17 23:59:59.999000+00:00,BTC/USDT,61424.67,62610.0,59620.0,60090.14,194112.299,2623.476428571429,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,2,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-18 23:59:59.999000+00:00,BTC/USDT,60090.14,60450.0,50050.0,56140.05,522006.276,3220.9214285714293,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,3,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-19 23:59:59.999000+00:00,BTC/USDT,56140.05,57532.7,54200.0,55634.39,285041.716,3274.9671428571432,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,4,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-20 23:59:59.999000+00:00,BTC/USDT,55634.38,57060.0,53330.82,56410.56,324494.085,3389.4671428571432,high,low,neutral,neutral,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,64986.11,2021-04-14 23:59:59.999000+00:00,5,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-21 23:59:59.999000+00:00,BTC/USDT,56411.25,56756.78,53610.0,53800.0,252601.972,3386.813571428572,high,low,neutral,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1185.38475,False,False,True,False,INITIAL_HIGH,,64986.11,,2021-04-14 23:59:59.999000+00:00,,7.0,,confirmed_high,64986.11,2021-04-14 23:59:59.999000+00:00,6,5,5,0,False,,,,,False,,,0,0,0,0,False,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-22 23:59:59.999000+00:00,BTC/USDT,53794.72,55470.51,50534.34,51714.61,453489.185,3565.0492857142863,low,high,bearish,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1247.76725,False,True,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,53610.0,2021-04-21 23:59:59.999000+00:00,0,1,1,0,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-23 23:59:59.999000+00:00,BTC/USDT,51714.62,52152.0,47546.16,51122.62,554666.026,3804.752142857143,low,high,bearish,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1331.66325,False,True,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,50534.34,2021-04-22 23:59:59.999000+00:00,0,5,5,0,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-24 23:59:59.999000+00:00,BTC/USDT,51122.63,51183.51,48690.0,50092.4,299663.131,3707.4278571428576,low,high,bearish,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1297.59975,False,False,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,47546.16,2021-04-23 23:59:59.999000+00:00,0,5,5,0,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-25 23:59:59.999000+00:00,BTC/USDT,50094.27,50577.9,46930.43,49063.94,310306.501,3859.9000000000005,low,high,bearish,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1350.9650000000001,False,True,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,47546.16,2021-04-23 23:59:59.999000+00:00,1,5,5,0,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-26 23:59:59.999000+00:00,BTC/USDT,49063.94,54364.89,48763.0,53984.33,390494.148,4120.755714285714,low,high,bearish,bearish,False,True,False,False,False,True,bos_down,low,55536.07,1442.2644999999998,False,False,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,46930.43,2021-04-25 23:59:59.999000+00:00,0,5,5,0,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-27 23:59:59.999000+00:00,BTC/USDT,53984.34,55500.0,53225.14,55006.25,225440.361,3999.175,low,high,bearish,bearish,False,False,False,False,False,False,,,,,False,False,False,False,,,,,,,,,,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,46930.43,2021-04-25 23:59:59.999000+00:00,1,6,5,1,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
2021-04-28 23:59:59.999000+00:00,BTC/USDT,55006.25,56574.13,53852.0,54861.77,263170.559,3937.7478571428574,low,high,bearish,bearish,False,False,False,False,False,False,,,,,False,False,False,True,,LL,,46930.43,,2021-04-25 23:59:59.999000+00:00,,3.0,confirmed_low,,,0,0,0,0,False,64986.11,2021-04-14 23:59:59.999000+00:00,2021-04-21 23:59:59.999000+00:00,INITIAL_HIGH,False,46930.43,2021-04-25 23:59:59.999000+00:00,2,6,5,1,True,55536.07,2021-04-07 23:59:59.999000+00:00,2021-04-14 23:59:59.999000+00:00,INITIAL_LOW,False
