kind,available_on,swing_date,value,candidate_index,bars_to_confirmation,threshold,wick_excursion,close_excursion,confirmation_price_mode_used,confirmation_path,structure_label,breaks_structure,reference_confirmed_value,confluence_count,confluence_short_hits,confluence_long_hits,multi_horizon_ok,confluence_windows,confluence_window_list,max_window,mean_window,level_scope,window_score,structure_bonus,label_bonus,level_score,level_priority,is_major_level,is_strategy_level
high,2025-06-19 23:59:59.999000+00:00,2025-06-12 23:59:59.999000+00:00,108782.1,1530,7,3562.4107142857165,4911.800000000003,4175.0,close,forced_maturity,LH,False,111959.5,3,3,0,False,"1,3,7","[1, 3, 7]",7,3.6666666666666665,local,1,0,1.0,5,low,False,False
high,2025-07-07 23:59:59.999000+00:00,2025-07-03 23:59:59.999000+00:00,110484.0,1551,4,2477.839285714282,3028.0,2280.100000000006,wick_override,confluence,HH,True,108782.1,5,5,0,False,"1,3,7,10,30","[1, 3, 7, 10, 30]",30,10.2,structural,2,2,2.0,11,high,False,True
high,2025-07-17 23:59:59.999000+00:00,2025-07-14 23:59:59.999000+00:00,123300.0,1562,3,3819.4107142857138,5887.199999999997,4123.399999999994,close,confluence,HH,True,110484.0,9,5,4,True,"1,3,7,10,30,90,180,300,365","[1, 3, 7, 10, 30, 90, 180, 300, 365]",365,109.55555555555556,global,5,2,2.0,18,critical,True,True
high,2025-08-17 23:59:59.999000+00:00,2025-08-14 23:59:59.999000+00:00,124545.6,1593,3,3542.8839285714284,7424.0,7191.800000000003,close,confluence,HH,True,123300.0,9,5,4,True,"1,3,7,10,30,90,180,300,365","[1, 3, 7, 10, 30, 90, 180, 300, 365]",365,109.55555555555556,global,5,2,2.0,18,critical,True,True
high,2025-09-25 23:59:59.999000+00:00,2025-09-18 23:59:59.999000+00:00,117875.2,1628,7,2741.392857142856,9301.099999999991,8940.699999999997,close,forced_maturity,LH,False,124545.6,5,5,0,False,"1,3,7,10,30","[1, 3, 7, 10, 30]",30,10.2,structural,2,0,1.0,8,medium,False,True
high,2025-10-09 23:59:59.999000+00:00,2025-10-06 23:59:59.999000+00:00,126208.5,1646,3,3842.357142857145,6635.699999999997,4629.199999999997,close,confluence,HH,True,117875.2,9,5,4,True,"1,3,7,10,30,90,180,300,365","[1, 3, 7, 10, 30, 90, 180, 300, 365]",365,109.55555555555556,global,5,2,2.0,18,critical,True,True
high,2025-10-20 23:59:59.999000+00:00,2025-10-13 23:59:59.999000+00:00,115912.0,1653,7,6553.875000000002,8534.800000000003,5442.100000000006,wick_override,forced_maturity,LH,False,126208.5,3,3,0,False,"1,3,7","[1, 3, 7]",7,3.6666666666666665,local,1,0,1.0,5,low,False,False
high,2025-11-05 23:59:59.999000+00:00,2025-10-29 23:59:59.999000+00:00,113593.0,1669,7,4799.250000000002,14683.300000000003,9756.0,close,forced_maturity,LH,False,115912.0,3,3,0,False,"1,3,7","[1, 3, 7]",7,3.6666666666666665,local,1,0,1.0,5,low,False,False
high,2025-11-18 23:59:59.999000+00:00,2025-11-11 23:59:59.999000+00:00,107473.7,1682,7,5369.63392857143,18461.699999999997,14556.800000000003,close,forced_maturity,LH,False,113593.0,4,4,0,False,"1,3,7,10","[1, 3, 7, 10]",10,5.25,local,1,0,1.0,6,medium,False,False
high,2025-12-16 23:59:59.999000+00:00,2025-12-09 23:59:59.999000+00:00,94555.0,1710,7,4165.544642857142,9329.0,6728.699999999997,close,forced_maturity,LH,False,107473.7,4,4,0,False,"1,3,7,10","[1, 3, 7, 10]",10,5.25,local,1,0,1.0,6,medium,False,False
high,2026-01-08 23:59:59.999000+00:00,2026-01-05 23:59:59.999000+00:00,94760.3,1737,3,2783.205357142858,5518.300000000003,3700.5,close,confluence,EQH,True,94555.0,5,5,0,False,"1,3,7,10,30","[1, 3, 7, 10, 30]",30,10.2,structural,2,2,1.0,10,high,False,True
