label,count,pnl,pf,dd,wr,trades,pref,weekly_wr
current_top20_tradable,20,122.3596263416715,1.2893992521151718,53.77813717384298,38.13747228381374,451,4.471682515314633,51.724137931034484
research_top20_history_filtered,20,180.06315407801935,1.3819443553618647,62.018654214686705,39.39393939393939,495,6.220376616487233,51.724137931034484
current_repo_15,15,230.2168242076904,1.7046409979312593,30.724994312355165,43.733333333333334,375,31.751477090405604,55.172413793103445
