removed,count,pnl,pf,dd,wr,trades,pref,delta_pnl,delta_pf,delta_dd,delta_pref
"SOL/USDT,BTC/USDT",18,186.31289105473763,1.4392366198465192,54.9633581309269,39.91130820399113,451,8.035136001392921,6.249736976718282,0.05729226448465452,-7.055296083759806,1.8147593849056882
"SOL/USDT,LTC/USDT",18,192.04045263594043,1.467037038943565,58.08955760498973,40.48672566371682,452,7.9943141161850795,11.977298557921074,0.0850926835817003,-3.929096609696977,1.7739374996978468
"TRX/USDT,LTC/USDT",18,191.17065804732914,1.447627609294964,58.17954000736509,40.61135371179039,458,7.966773678549574,11.10750396930979,0.06568325393309937,-3.8391142073216145,1.746397062062341
"TRX/USDT,SUI/USDT",18,179.2248060259841,1.4229901692437388,55.167217860666675,39.647577092511014,454,7.93017625015246,-0.8383480520352578,0.041045813881874116,-6.851436354020031,1.7097996336652272
"XMR/USDT,LTC/USDT",18,198.57977712758725,1.4893988698532765,60.310436650923585,41.25560538116592,446,7.908087610328283,18.516623049567897,0.10745451449141186,-1.708217563763121,1.6877109938410504
"XMR/USDT,BTC/USDT",18,193.26329024066163,1.4619799521957257,57.701563438069904,40.67415730337079,445,7.9022960282124055,13.20013616264228,0.08003559683386108,-4.317090776616801,1.6819194117251728
"SOL/USDT,SUI/USDT",18,179.3102495303274,1.4376800601005708,55.070754037868475,39.50892857142857,448,7.894048062967181,-0.7529045476919407,0.05573570473870615,-6.94790017681823,1.6736714464799487
"LTC/USDT,SUI/USDT,BTC/USDT",17,170.43355103480363,1.4376621445235551,54.83586141903686,40.19138755980861,418,7.8263910728914015,-9.629603043215724,0.055717789161690456,-7.182792795649846,1.6060144564041687
"XMR/USDT,SUI/USDT",18,187.2272637963733,1.4645954086560555,57.45160270480564,40.27149321266968,442,7.822388788858723,7.164109718353956,0.08265105329419087,-4.567051509881068,1.6020121723714906
"TRX/USDT,BTC/USDT",18,184.84975777599527,1.4206223485539289,55.776184140470605,40.0437636761488,457,7.811308910765971,4.78660369797592,0.03867799319206422,-6.242470074216101,1.5909322942787378
"ETH/USDT,SUI/USDT",18,167.76016322649852,1.414062678966961,52.94270554523032,39.49771689497717,438,7.804352224260685,-12.302990851520832,0.032118323605096366,-9.075948669456388,1.5839756077734526
"ETH/USDT,LTC/USDT",18,179.14681719687007,1.4391983327610722,56.08937132212562,40.497737556561084,442,7.78820542796352,-0.9163368811492774,0.05725397739920757,-5.929282892561083,1.5678288114762875
"ETH/USDT,BTC/USDT",18,173.00916148184436,1.4110315348837426,53.36317260584641,39.909297052154194,441,7.672580897751008,-7.053992596174993,0.029087179521877893,-8.655481608840297,1.452204281263775
